Titre de l'article,Date,Lien,label
"Москва передала более 4,7 млн единиц гуманитарной помощи жителям Донбасса и Новороссии",2025-09-12T05:47:05,https://tass.ru/obschestvo/25034143,1
Россия приняла 250 тыс. беженцев из Донбасса и с Украины,2022-03-14T12:11:28,https://tass.ru/obschestvo/14062833,1
Власти Ставрополья подготовили 6 тыс. мест для эвакуированных из Донбасса,2022-04-09T08:22:34,https://tass.ru/obschestvo/14331861,1
Росприроднадзор доставил в Ростов-на-Дону 10 тонн помощи эвакуированным жителям Донбасса,2022-04-05T19:19:27,https://tass.ru/obschestvo/14291149,1
Чечня готова принять 1 500 эвакуированных жителей Донбасса,2022-02-24T17:09:53,https://tass.ru/obschestvo/13845247,1
"В пункты временного размещения Кубани поселили более 5,5 тыс. жителей Херсонской области",2022-10-22T10:40:46,https://tass.ru/obschestvo/16127899,1
Более 150 детей из Донбасса обучаются в школах Волгоградской области,2022-03-11T13:09:08,https://tass.ru/obschestvo/14042121,1
В штаб помощи пострадавшим из частично разрушенного дома в Луганске обратились 68 человек,2024-06-07T19:40:35,https://tass.ru/proisshestviya/21044611,1
Число эвакуированных в Россию жителей Донбасса превысило 127 тыс.,2022-02-28T05:54:08,https://tass.ru/obschestvo/13892051,1
На Ямале трудоустроились почти 70 переселенцев с Донбасса,2022-08-28T12:08:17,https://tass.ru/obschestvo/15581243,1
В Россию с Украины и из Донбасса прибыли более 630 тыс. беженцев,2022-04-06T06:59:30,https://tass.ru/obschestvo/14293199,1
Почти 190 человек разместили в пунктах обогрева из-за заблокированных трасс под Ростовом,2023-03-31T06:16:12,https://tass.ru/obschestvo/17414055,1
Более 32 тыс. человек живут в ПВР спустя два года после эвакуации из Донбасса и Новороссии,2024-03-28T09:10:07,https://tass.ru/obschestvo/20380951,1
Подмосковье приняло около 30 тыс. беженцев из Донбасса и с Украины,2022-05-11T19:16:48,https://tass.ru/obschestvo/14601323,1
Новгородская область готова принять до 700 беженцев из Донбасса,2022-02-20T10:11:11,https://tass.ru/obschestvo/13772957,1
Около 17 тыс. эвакуированных в Ростовскую область жителей Донбасса получили выплаты,2022-03-04T08:47:37,https://tass.ru/obschestvo/13961455,1
В Калужской области подготовили пункты для приема 350 жителей ДНР и ЛНР,2022-02-21T09:16:03,https://tass.ru/obschestvo/13781181,1
"Число прибывших в РФ беженцев с территории Украины и Донбасса превысило 2,7 млн",2022-07-20T06:21:20,https://tass.ru/obschestvo/15260723,1
Свыше 18 тыс. беженцев эвакуированы с территории Украины и Донбасса за сутки,2022-08-22T18:33:59,https://tass.ru/armiya-i-opk/15535373,1
Число прибывших в РФ беженцев с Украины и из Донбасса превысило 2 млн,2022-06-21T06:30:38,https://tass.ru/obschestvo/14981491,1
Орловская область приняла 77 эвакуированных жителей Курской области,2024-08-08T11:11:56,https://tass.ru/obschestvo/21559563,1
"Число прибывших в Россию беженцев с Украины и из Донбасса превысило 2,2 млн человек",2022-06-30T05:49:59,https://tass.ru/obschestvo/15080099,1
"Порядка 1,5 тыс. волонтеров помогают в работе с эвакуированными из Донбасса в регионах РФ",2022-02-23T07:01:28,https://tass.ru/obschestvo/13816445,1
"Свыше 1,5 млн беженцев прибыли в Россию из Донбасса и с Украины",2022-05-27T05:45:06,https://tass.ru/obschestvo/14745769,1
За сутки пункты пропуска в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-10-01T06:24:59,https://tass.ru/obschestvo/15928695,1
Власти Челябинской области развернули 23 пункта для эвакуированных людей из Донбасса,2022-03-11T09:19:35,https://tass.ru/obschestvo/14037797,1
РКК отправил в Крым и Краснодар 60 тонн гуманитарной помощи для переселенцев из Донбасса,2022-04-12T13:19:45,https://tass.ru/obschestvo/14355741,1
"Воронежская область готова помочь 7 тыс. покинувшим Украину, ДНР и ЛНР",2022-03-12T17:35:31,https://tass.ru/obschestvo/14052743,1
В Свердловской области открылся центр по оказанию помощи беженцам и нуждающимся,2022-06-30T14:37:12,https://tass.ru/obschestvo/15088871,1
"Более 3,2 тыс. жителей Херсонской области поселили в пункты временного размещения Кубани",2022-10-20T12:52:51,https://tass.ru/obschestvo/16110769,1
Пушилин: около 11 тыс. жителей Мариуполя находится в пунктах временного размещения в ДНР,2022-03-25T11:07:28,https://tass.ru/mezhdunarodnaya-panorama/14184699,1
Ставрополье отправило жителям Донбасса 600 тонн гуманитарной помощи,2022-04-01T15:18:53,https://tass.ru/obschestvo/14257909,1
"Соцфонд принял в ПВР и клиентских службах Курской области 5,8 тыс. эвакуированных",2024-09-27T08:47:56,https://tass.ru/obschestvo/21974125,1
В Луганск эвакуировали первую группу жителей Рубежного,2022-03-16T07:48:38,https://tass.ru/mezhdunarodnaya-panorama/14084507,1
"В Воронежской области с февраля число эвакуированных из ДНР, ЛНР и Украины выросло вдвое",2022-04-14T08:11:33,https://tass.ru/obschestvo/14374651,1
Число прибывших в Россию из Донбасса и с Украины превысило 615 тыс. человек,2022-04-05T05:57:49,https://tass.ru/politika/14280857,1
"Число прибывших в Россию беженцев с территории Донбасса и Украины превысило 3,6 млн",2022-08-23T06:45:36,https://tass.ru/obschestvo/15537037,1
Мурманская область готова принять не менее 300 эвакуированных с Донбасса,2022-02-21T06:55:40,https://tass.ru/obschestvo/13778495,1
Более 150 пунктов сбора гуманитарной помощи эвакуированным из Донбасса открыто в РФ,2022-03-04T08:44:03,https://tass.ru/obschestvo/13961357,1
Москвичи собрали почти 400 тонн гуманитарной помощи для жителей Донбасса,2022-04-20T11:59:55,https://tass.ru/obschestvo/14425041,1
Москвичи собрали более 780 тонн гуманитарной помощи для жителей Донбасса,2022-06-06T05:39:41,https://tass.ru/obschestvo/14829647,0
В Орске в пунктах длительного размещения нуждаются 380 человек,2024-04-26T12:42:49,https://tass.ru/proisshestviya/20663495,0
"Более 4,5 тыс. эвакуированных из Донбасса пересекли за сутки границу в Ростовской области",2022-03-08T08:03:48,https://tass.ru/obschestvo/13999701,1
"В Россию прибыли 3,1 млн беженцев с территории Украины и Донбасса",2022-08-05T06:11:55,https://tass.ru/obschestvo/15401345,1
Более 120 детей из Донбасса разместили в приемных семьях Подмосковья,2023-02-03T07:40:05,https://tass.ru/obschestvo/16953525,1
"Свыше 1,55 млн беженцев прибыли в Россию с Украины и из Донбасса",2022-05-30T06:04:48,https://tass.ru/obschestvo/14765727,1
"В ПВР в Ростовской области находятся более 6,2 тыс. эвакуированных жителей Донбасса",2022-02-25T06:51:21,https://tass.ru/obschestvo/13853343,1
В Ростовской области развернули девять временных городков для эвакуированных из Донбасса,2022-02-23T07:18:06,https://tass.ru/obschestvo/13816609,1
Число эвакуированных в Россию жителей Донбасса превысило 122 тыс.,2022-02-27T07:38:27,https://tass.ru/obschestvo/13881527,1
Ингушетия отправила в Ростов-на-Дону помощь для эвакуированных жителей Донбасса,2022-02-25T09:43:29,https://tass.ru/obschestvo/13856279,1
В Челябинскую область самостоятельно прибыли более 30 переселенцев из ДНР и ЛНР,2022-03-02T12:10:01,https://tass.ru/obschestvo/13932067,1
РПЦ передала 1 млн рублей на приобретение гумпомощи для эвакуированных с Донбасса,2022-02-24T16:27:19,https://tass.ru/obschestvo/13844461,1
Якутия направила более 7 тонн гуманитарной помощи для жителей Донбасса,2022-04-21T05:54:37,https://tass.ru/obschestvo/14432867,1
В России разместили около 600 тыс. беженцев из Донбасса и с Украины,2022-07-21T15:39:43,https://tass.ru/obschestvo/15278905,1
Более 142 тыс. жителей Донбасса эвакуировали в Россию с 18 февраля,2022-03-03T05:46:39,https://tass.ru/obschestvo/13943275,1
В Ростовскую область прибыли 17 ж/д составов для отправки жителей Донбасса в регионы,2022-02-23T08:04:11,https://tass.ru/obschestvo/13817005,1
В Якутии трудоустроили более 30 переселенцев из Донбасса,2022-05-25T05:27:25,https://tass.ru/obschestvo/14719219,1
Калужская область примет около 300 белгородских эвакуированных детей,2024-03-19T12:23:27,https://tass.ru/obschestvo/20284787,1
Почти 40 тыс. эвакуированных в Россию жителей Донбасса получили выплаты в 10 тыс. рублей,2022-03-14T06:36:22,https://tass.ru/obschestvo/14058469,1
В Ленинградскую область самостоятельно прибыли более 120 человек из Донбасса,2022-03-02T15:09:01,https://tass.ru/obschestvo/13935983,1
В Москве собрали более 1 тыс. тонн гумпомощи для беженцев с Донбасса,2022-11-04T06:40:22,https://tass.ru/obschestvo/16245887,1
Минобороны РФ сообщило об эвакуации более 22 тыс. человек с территорий Донбасса и Украины,2022-06-07T18:33:39,https://tass.ru/armiya-i-opk/14849533,1
Екатеринбург передал более 10 тонн гуманитарной помощи для жителей Донбасса,2022-03-16T10:22:01,https://tass.ru/obschestvo/14087495,1
"Благотворительный фонд ""Новая Кубань"" доставил гуманитарный груз эвакуированным с Украины",2022-05-29T16:17:54,https://tass.ru/obschestvo/14763619,1
Ростовские власти выделили более 60 млн рублей на перевозку эвакуированных из Донбасса,2022-02-25T10:16:01,https://tass.ru/obschestvo/13857107,1
"Эвакуированным жителям приграничья Курской области помогают более 4,5 тыс. волонтеров",2024-08-18T10:07:20,https://tass.ru/obschestvo/21630289,1
"Число прибывших в РФ с Украины и из Донбасса беженцев превысило 2,5 млн человек",2022-07-12T06:26:28,https://tass.ru/obschestvo/15189365,1
"Кабмин выделил около 10,4 млрд рублей на выплаты беженцам из Донбасса и с Украины",2022-09-03T16:09:00,https://tass.ru/obschestvo/15640345,1
Более 25 тыс. человек эвакуировано из районов Донбасса и Украины в Россию за сутки,2022-07-29T18:31:41,https://tass.ru/armiya-i-opk/15347991,1
Новгородская область готова принять до 700 беженцев из Донбасса,2022-02-20T10:11:11,https://tass.ru/obschestvo/13772957,1
В Калужской области подготовили пункты для приема 350 жителей ДНР и ЛНР,2022-02-21T09:16:03,https://tass.ru/obschestvo/13781181,1
Число эвакуированных в Россию из Донбасса и с Украины выросло почти до 260 тыс.,2022-03-15T06:17:00,https://tass.ru/obschestvo/14070447,1
"Более 4,9 тыс. эвакуированных жителей Донбасса въехали в Ростовскую область за сутки",2022-03-02T08:39:41,https://tass.ru/obschestvo/13927911,1
Чечня готова принять 1 500 эвакуированных жителей Донбасса,2022-02-24T17:09:53,https://tass.ru/obschestvo/13845247,1
В Евпаторию прибыли более 30 эвакуированных из Курской области,2024-08-17T12:35:09,https://tass.ru/obschestvo/21626847,1
В ПВР находятся 10 тыс. эвакуированных из приграничных районов Курской области,2024-08-16T11:24:37,https://tass.ru/obschestvo/21620537,1
"Число прибывших в Россию беженцев с Украины и из Донбасса превысило 3,4 млн человек",2022-08-16T06:36:37,https://tass.ru/obschestvo/15479967,1
Эвакуированных жителей Донбасса разместили в пунктах пребывания в Подмосковье,2022-02-22T18:41:16,https://tass.ru/obschestvo/13813037,1
Самарская область направила гуманитарную помощь эвакуированным жителям Донбасса,2022-02-21T12:44:30,https://tass.ru/obschestvo/13784327,1
"Свыше 3,2 млн беженцев прибыли в РФ с территории Украины и Донбасса с февраля",2022-08-08T07:17:38,https://tass.ru/obschestvo/15418875,1
В Ленобласть на отдых в летнем лагере прибыли 100 детей из Донбасса,2022-07-14T07:37:39,https://tass.ru/obschestvo/15211937,1
Более 11 тыс. эвакуированных из Донбасса отправились в 12 регионов из Ростовской области,2022-02-23T05:53:22,https://tass.ru/obschestvo/13816305,1
Единовременную помощь получили почти 12 тыс. эвакуированных из Донбасса,2022-02-28T20:32:27,https://tass.ru/obschestvo/13907037,1
В освобожденный Светлодарск в ДНР доставили гуманитарную помощь,2022-05-28T17:18:36,https://tass.ru/obschestvo/14760105,1
